row_number,column_name,error
12,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
15,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
16,contract_type,contract_type cannot be blank
17,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
18,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
19,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
20,customer_id,customer id cannot be blank
26,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
27,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
29,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
30,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
36,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
37,customer_id,customer id cannot be blank
38,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
40,contract_type,contract_type cannot be blank
46,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
47,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
50,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
51,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
62,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
65,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
69,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
74,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
78,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
81,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
90,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
93,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
100,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
101,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
102,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
104,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
108,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
110,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
118,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
