row_number,column_name,error
14,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
15,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
19,customer_id,customer id cannot be blank
19,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
28,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
29,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
30,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
31,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
32,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
39,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
42,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
43,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
44,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
49,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
55,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
65,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
66,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
72,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
73,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
79,customer_id,customer id cannot be blank
79,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
80,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
81,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
86,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
88,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
91,contract_type,contract_type cannot be blank
93,customer_id,customer id cannot be blank
93,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
96,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
97,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
98,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
99,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
104,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
109,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
112,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
120,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
125,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
126,contract_type,contract_type cannot be blank
128,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
140,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
144,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
145,customer_id,customer id cannot be blank
146,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
149,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
158,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
160,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
167,customer_id,customer id cannot be blank
171,contract_type,contract_type cannot be blank
178,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
179,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
180,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
181,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
187,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
191,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
192,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
195,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
196,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
197,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
199,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
210,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
217,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
218,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
219,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
222,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
224,customer_id,customer id cannot be blank
224,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
225,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
228,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
229,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
235,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
239,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
240,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
249,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
250,customer_id,customer id cannot be blank
250,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
251,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
253,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
265,customer_id,customer id cannot be blank
271,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
278,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
281,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
284,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
285,customer_id,customer id cannot be blank
296,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
301,contract_type,contract_type cannot be blank
304,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
305,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
309,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
311,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
312,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
314,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
320,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
325,contract_type,contract_type cannot be blank
331,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
333,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
334,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
348,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
349,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
352,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
353,contract_type,contract_type cannot be blank
355,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
357,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
360,customer_id,customer id cannot be blank
360,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
364,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
