row_number,column_name,error
4,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
7,customer_id,customer id cannot be blank
9,customer_id,customer id cannot be blank
18,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
21,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
22,contract_type,contract_type cannot be blank
30,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
33,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
35,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
40,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
46,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
47,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
48,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
49,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
52,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
55,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
57,customer_id,customer id cannot be blank
57,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
58,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
60,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
61,customer_id,customer id cannot be blank
63,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
65,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
67,customer_id,customer id cannot be blank
67,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
71,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
73,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
78,contract_type,contract_type cannot be blank
79,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
80,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
81,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
88,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
89,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
90,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
91,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
96,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
98,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
100,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
101,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
102,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
108,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
116,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
121,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
127,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
128,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
129,customer_id,customer id cannot be blank
133,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
135,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
139,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
142,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
145,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
150,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
164,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
168,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
180,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
181,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
182,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
191,customer_id,customer id cannot be blank
193,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
194,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
