row_number,column_name,error
1,contract_type,contract_type cannot be blank
5,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
10,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
18,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
19,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
20,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
22,contract_type,contract_type cannot be blank
24,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
25,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
27,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
28,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
30,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
43,customer_id,customer id cannot be blank
43,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
49,contract_type,contract_type cannot be blank
50,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
52,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
55,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
56,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
65,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
66,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
67,contract_type,contract_type cannot be blank
68,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
70,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
79,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
81,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
87,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
88,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
90,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
95,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
96,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
97,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
102,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
106,contract_type,contract_type cannot be blank
119,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
123,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
125,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
126,contract_type,contract_type cannot be blank
133,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
140,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
150,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
151,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
152,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
156,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
158,customer_id,customer id cannot be blank
164,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
166,contract_type,contract_type cannot be blank
171,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
173,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
177,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
180,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
184,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
193,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
200,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
201,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
208,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
210,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
216,customer_id,customer id cannot be blank
222,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
230,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
239,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
247,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
256,customer_id,customer id cannot be blank
259,contract_type,contract_type cannot be blank
264,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
272,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
278,contract_type,contract_type cannot be blank
279,contract_type,contract_type cannot be blank
280,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
284,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
288,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
290,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
291,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
292,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
293,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
294,contract_type,contract_type cannot be blank
295,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
296,contract_type,"contract_type must be one of ['Annual', 'Monthly', 'Quarterly']"
